"gene_id","gene_name"
"ENSMPIG00001109000244","novel_gene_2353_627a1eab"
"ENSMPIG00001023000244","novel_gene_493_62831269"
"ENSMPIG00001098600084","novel_gene_1751_627a1eab"
"ENSMPIG00001130803243","novel_gene_538_62831269"
"ENSMPIG00001103800224","novel_gene_1830_627a1eab"
"ENSMPIG00001042100244","novel_gene_499_62831269"
"ENSMPIG00001032300064","novel_gene_787_627a1eab"
"ENSMPIG00001043000244","novel_gene_2398_627a1eab"
"ENSMPIG00001088300244","novel_gene_2420_627a1eab"
"ENSMPIG00001098100244","novel_gene_2427_627a1eab"
"ENSMPIG00033016600164","novel_gene_2125_627a1eab"
"ENSMPIG00033006001013","novel_gene_2030_627a1eab"
"ENSMPIG00033004300244","novel_gene_2127_627a1eab"
"ENSMPIG00033000702241","novel_gene_2184_627a1eab"
"ENSMPIG00033020102031","novel_gene_2121_627a1eab"
"ENSMPIG00033011001163","novel_gene_2167_627a1eab"
"ENSMPIG00033000800244","novel_gene_508_62831269"
"ENSMPIG00041002900244","novel_gene_2445_627a1eab"
"ENSMPIG00041003700244","novel_gene_543_62831269"
"ENSMPIG00011061200244","novel_gene_431_62831269"
"ENSMPIG00011068200244","novel_gene_432_62831269"
"ENSMPIG00011036000244","novel_gene_238_627a1eab"
"ENSMPIG00011059200244","novel_gene_429_62831269"
"ENSMPIG00011006000244","novel_gene_20_62831269"
"ENSMPIG00011026900194","novel_gene_77_62831269"
"ENSMPIG00011007500244","novel_gene_1844_627a1eab"
"ENSMPIG00011068800244","novel_gene_143_62831269"
"ENSMPIG00011026400244","novel_gene_183_627a1eab"
"ENSMPIG00011007600244","novel_gene_387_62831269"
"ENSMPIG00011006100164","novel_gene_549_627a1eab"
"ENSMPIG00011026500244","novel_gene_76_62831269"
"ENSMPIG00011026800194","novel_gene_186_627a1eab"
"ENSMPIG00011012600024","novel_gene_703_627a1eab"
"ENSMPIG00011033500034","novel_gene_1226_627a1eab"
"ENSMPIG00011010100224","novel_gene_391_62831269"
"ENSMPIG00011058200244","novel_gene_325_627a1eab"
"ENSMPIG00011016700244","novel_gene_400_62831269"
"ENSMPIG00011009500244","novel_gene_36_62831269"
"ENSMPIG00011051100244","novel_gene_293_627a1eab"
"ENSMPIG00011017600244","novel_gene_57_62831269"
"ENSMPIG00011061100244","novel_gene_1976_627a1eab"
"ENSMPIG00011068102243","novel_gene_1984_627a1eab"
