"","circ_id","mpi1","mpi2","mpi3"
"6684","scaffold0027:390468|391227","40.000","20.000","37.000"
"6685","scaffold0027:4022217|4023432","16.000","3.000","16.000"
"6686","scaffold0027:4022217|4025255","5.000","13.000","6.000"
"6687","scaffold0027:4022217|4036232","3.000","4.000","1.000"
"6688","scaffold0027:4028740|4033349","1.000","1.000","1.000"
"6689","scaffold0027:4051831|4052227","8.000","34.000","25.000"
"6690","scaffold0027:4087512|4087831","6.000","25.000","12.000"
"6691","scaffold0027:4131317|4138164","7.000","8.000","1.000"
"6692","scaffold0027:4166294|4166672","7.000","97.000","49.000"
"6693","scaffold0027:4262866|4263251","12.000","15.000","11.000"
"6694","scaffold0027:4284939|4287022","65.000","110.000","80.000"
"6695","scaffold0027:430000|431914","5.000","1.000","15.000"
"6696","scaffold0027:430000|432734","10.000","1.000","16.000"
"6697","scaffold0027:430000|433044","11.000","9.000","22.000"
"6698","scaffold0027:4394935|4397277","35.000","37.000","33.000"
"6699","scaffold0027:4558504|4560757","6.000","6.000","1.000"
"6700","scaffold0027:4560534|4561921","10.000","19.000","14.000"
"6701","scaffold0027:4562785|4564134","3.000","7.000","8.000"
"6702","scaffold0027:4630210|4630996","7.000","16.000","37.000"
"6703","scaffold0027:4663112|4664985","27.000","17.000","8.000"
"6704","scaffold0027:489055|490125","1.000","6.000","23.000"
"6705","scaffold0027:5157151|5158065","19.000","35.000","30.000"
"6706","scaffold0027:5290851|5295919","2.000","5.000","2.000"
"6707","scaffold0027:5298504|5298810","8.000","7.000","18.000"
"6708","scaffold0027:5445900|5449434","176.000","109.000","48.000"
"6709","scaffold0027:5445900|5467866","75.000","82.000","24.000"
"6710","scaffold0027:561475|562178","2.000","6.000","3.000"
"6711","scaffold0027:562977|563420","40.000","32.000","29.000"
"6712","scaffold0027:574602|574995","7.000","5.000","2.000"
"6713","scaffold0027:574602|576473","21.000","4.000","6.000"
"6714","scaffold0027:578872|579179","1.000","3.000","3.000"
"6715","scaffold0027:595158|598798","13.000","9.000","2.000"
"6716","scaffold0027:6006498|6014880","10.000","8.000","8.000"
"6717","scaffold0027:6045080|6047406","3.000","7.000","3.000"
"6718","scaffold0027:6051663|6052692","69.000","144.000","56.000"
"6719","scaffold0027:6342134|6356093","15.000","5.000","7.000"
"6720","scaffold0027:6344269|6356093","1.000","10.000","2.000"
"6721","scaffold0027:6344283|6356093","83.000","65.000","7.000"
"6722","scaffold0027:6345812|6356093","43.000","25.000","16.000"
"6723","scaffold0027:6412582|6415113","36.000","13.000","14.000"
"6724","scaffold0027:6490739|6492329","9.000","12.000","1.000"
"6725","scaffold0027:6490757|6492329","37.000","34.000","17.000"
"6726","scaffold0027:670309|671684","15.000","15.000","129.000"
"6727","scaffold0027:7330192|7332153","44.000","17.000","54.000"
"6728","scaffold0027:7332727|7335424","5.000","14.000","18.000"
"6729","scaffold0027:7393600|7394709","4.000","3.000","1.000"
"6730","scaffold0027:7395880|7397335","41.000","62.000","60.000"
"6731","scaffold0027:7414893|7418182","9.000","9.000","3.000"
"6732","scaffold0027:7449826|7450713","15.000","2.000","1.000"
"6733","scaffold0027:8565182|8568093","76.000","99.000","60.000"
"6734","scaffold0027:873266|875963","10.000","94.000","105.000"
"6735","scaffold0027:876625|877778","520.000","4027.000","3559.000"
"6736","scaffold0027:876629|877778","76.000","188.000","136.000"
"6737","scaffold0027:880344|880998","9.000","1.000","4.000"
"6738","scaffold0027:886793|890525","12.000","6.000","12.000"
"6739","scaffold0027:891008|891950","10.000","6.000","2.000"
"6740","scaffold0027:963536|964151","5.000","7.000","19.000"
"6741","scaffold0027:969680|973799","81.000","109.000","111.000"
"6742","scaffold0028:10399257|10400760","2.000","4.000","1.000"
"6743","scaffold0028:10488435|10495271","8.000","17.000","5.000"
"6744","scaffold0028:10524775|10538332","2.000","6.000","7.000"
"6745","scaffold0028:10526072|10538332","15.000","11.000","2.000"
"6746","scaffold0028:11681927|11692314","26.000","27.000","4.000"
"6747","scaffold0028:11701123|11714293","33.000","50.000","17.000"
"6748","scaffold0028:11709370|11714293","1.000","3.000","1.000"
"6749","scaffold0028:11928941|11944521","6.000","2.000","2.000"
"6750","scaffold0028:12896622|12908373","164.000","269.000","190.000"
"6751","scaffold0028:12896622|12921505","13.000","12.000","10.000"
"6752","scaffold0028:12958424|12959954","6.000","4.000","6.000"
"6753","scaffold0028:12958424|12992247","12.000","2.000","4.000"
"6754","scaffold0028:12992171|13004446","5.000","19.000","4.000"
"6755","scaffold0028:13093107|13098053","15.000","35.000","14.000"
"6756","scaffold0028:13178838|13179749","219.000","315.000","187.000"
"6757","scaffold0028:13178838|13180777","34.000","42.000","21.000"
"6758","scaffold0028:13204020|13204770","2.000","1.000","17.000"
"6759","scaffold0028:13377995|13379650","12.000","13.000","5.000"
"6760","scaffold0028:13441130|13442047","6.000","9.000","6.000"
"6761","scaffold0028:13674803|13707591","122.000","191.000","144.000"
"6762","scaffold0028:13674803|13735554","1.000","5.000","3.000"
"6763","scaffold0028:13674846|13707591","6.000","27.000","15.000"
"6764","scaffold0028:13707523|13735554","10.000","4.000","9.000"
"6765","scaffold0028:13748738|13760119","15.000","16.000","21.000"
"6766","scaffold0028:13921278|13929399","5.000","1.000","4.000"
"6767","scaffold0028:13921278|13942516","5.000","4.000","2.000"
"6768","scaffold0028:13921278|13950610","11.000","7.000","19.000"
"6769","scaffold0028:13921278|13954401","23.000","34.000","16.000"
"6770","scaffold0028:13929300|13954401","22.000","39.000","14.000"
"6771","scaffold0028:13942395|13954401","3.000","5.000","8.000"
"6772","scaffold0028:14933579|14951060","12.000","30.000","20.000"
"6773","scaffold0028:14938525|14951060","9.000","6.000","12.000"
"6774","scaffold0028:451653|453928","70.000","68.000","48.000"
"6775","scaffold0028:498098|502394","20.000","28.000","13.000"
"6776","scaffold0028:507934|511221","5.000","3.000","6.000"
"6777","scaffold0028:533884|536139","85.000","180.000","77.000"
"6778","scaffold0028:535127|536139","4.000","12.000","15.000"
"6779","scaffold0028:5805467|5805727","4.000","2.000","2.000"
"6780","scaffold0028:5811155|5844870","1.000","5.000","3.000"
"6781","scaffold0028:5911155|5912852","6.000","1.000","1.000"
"6782","scaffold0028:5943003|5951467","1.000","7.000","1.000"
"6783","scaffold0028:627796|630966","5.000","4.000","2.000"
"6784","scaffold0028:654333|656363","16.000","36.000","38.000"
"6785","scaffold0028:725184|728080","9.000","21.000","4.000"
"6786","scaffold0029:10018855|10030316","4.000","2.000","5.000"
"6787","scaffold0029:10030189|10033512","22.000","19.000","31.000"
"6788","scaffold0029:10030189|10033600","50.000","45.000","77.000"
"6789","scaffold0029:10030189|10033605","4.000","2.000","2.000"
"6790","scaffold0029:10153130|10156270","8.000","11.000","7.000"
"6791","scaffold0029:10226493|10230139","2.000","1.000","3.000"
"6792","scaffold0029:10226493|10230166","2.000","3.000","1.000"
"6793","scaffold0029:10251447|10253237","4.000","5.000","8.000"
"6794","scaffold0029:11108094|11109612","31.000","3.000","4.000"
"6795","scaffold0029:1148372|1151438","3.000","6.000","4.000"
"6796","scaffold0029:11868827|11869154","42.000","45.000","52.000"
"6797","scaffold0029:12010258|12010470","97.000","93.000","33.000"
"6798","scaffold0029:12270214|12274061","25.000","12.000","11.000"
"6799","scaffold0029:12676499|12706702","90.000","57.000","38.000"
"6800","scaffold0029:13680530|13681810","40.000","70.000","49.000"
"6801","scaffold0029:13751000|13753439","6.000","7.000","4.000"
"6802","scaffold0029:13752619|13753439","121.000","146.000","92.000"
"6803","scaffold0029:14050174|14051528","16.000","11.000","5.000"
"6804","scaffold0029:1409632|1410802","3.000","6.000","13.000"
"6805","scaffold0029:1456409|1460566","3.000","6.000","4.000"
"6806","scaffold0029:1487998|1493461","3.000","2.000","2.000"
"6807","scaffold0029:1562047|1564185","5.000","3.000","4.000"
"6808","scaffold0029:1603958|1604869","7.000","20.000","27.000"
"6809","scaffold0029:1766586|1766913","38.000","20.000","25.000"
"6810","scaffold0029:1984096|1988397","10.000","1.000","25.000"
"6811","scaffold0029:2080649|2084299","16.000","17.000","2.000"
"6812","scaffold0029:2185812|2190416","6.000","4.000","7.000"
"6813","scaffold0029:2196361|2198761","11.000","19.000","4.000"
"6814","scaffold0029:2250409|2250900","37.000","74.000","103.000"
"6815","scaffold0029:2464765|2465001","135.000","179.000","377.000"
"6816","scaffold0029:2684295|2685879","15.000","4.000","26.000"
"6817","scaffold0029:2721162|2724794","34.000","47.000","30.000"
"6818","scaffold0029:3876081|3883049","5.000","10.000","7.000"
"6819","scaffold0029:4118445|4120400","36.000","29.000","43.000"
"6820","scaffold0029:4250386|4261622","56.000","32.000","46.000"
"6821","scaffold0029:4250386|4273690","8.000","7.000","13.000"
"6822","scaffold0029:4348250|4349845","37.000","15.000","28.000"
"6823","scaffold0029:4568193|4571724","7.000","3.000","3.000"
"6824","scaffold0029:5443353|5443970","6.000","4.000","5.000"
"6825","scaffold0029:5520645|5520894","36.000","28.000","25.000"
"6826","scaffold0029:5581301|5582718","2.000","3.000","4.000"
"6827","scaffold0029:5582357|5582718","23.000","26.000","21.000"
"6828","scaffold0029:5632328|5633609","6.000","10.000","1.000"
"6829","scaffold0029:5636317|5636667","21.000","54.000","64.000"
"6830","scaffold0029:5827593|5827881","1.000","3.000","15.000"
"6831","scaffold0029:6015799|6019526","1.000","2.000","2.000"
"6832","scaffold0029:6072119|6072530","2.000","5.000","6.000"
"6833","scaffold0029:6072119|6073847","8.000","3.000","4.000"
"6834","scaffold0029:6092716|6092982","146.000","167.000","190.000"
"6835","scaffold0029:6723046|6723895","2.000","7.000","15.000"
"6836","scaffold0029:7967691|7970337","13.000","7.000","3.000"
"6837","scaffold0029:7969849|7970337","84.000","10.000","114.000"
"6838","scaffold0029:7969849|7970721","4.000","7.000","5.000"
"6839","scaffold0029:7977541|7983488","2.000","2.000","3.000"
"6840","scaffold0029:7978894|7983488","3.000","3.000","8.000"
"6841","scaffold0029:7979198|7983488","2.000","56.000","69.000"
"6842","scaffold0029:7979341|7983488","12.000","1.000","25.000"
"6843","scaffold0029:7979391|7983488","3.000","16.000","6.000"
"6844","scaffold0029:7980300|7982879","7.000","2.000","8.000"
"6845","scaffold0029:7980300|7983488","431.000","712.000","362.000"
"6846","scaffold0029:7980720|7983488","3.000","3.000","4.000"
"6847","scaffold0029:7980735|7982879","15.000","14.000","23.000"
"6848","scaffold0029:7982751|7983488","10.000","20.000","17.000"
"6849","scaffold0029:7989500|7996502","1.000","8.000","3.000"
"6850","scaffold0029:8014914|8015136","2.000","13.000","16.000"
"6851","scaffold0029:8033810|8038326","16.000","14.000","36.000"
"6852","scaffold0029:8498978|8499478","19.000","17.000","18.000"
"6853","scaffold0029:8988372|8989550","9.000","2.000","4.000"
"6854","scaffold0029:9097495|9098054","13.000","10.000","4.000"
"6855","scaffold0029:9098933|9100167","9.000","3.000","10.000"
"6856","scaffold0029:9313140|9313847","4.000","9.000","8.000"
"6857","scaffold0029:9329630|9334618","23.000","16.000","10.000"
"6858","scaffold0029:9329630|9334633","7.000","3.000","14.000"
"6859","scaffold0029:9347273|9347643","30.000","22.000","25.000"
"6860","scaffold0029:9366097|9368311","1.000","5.000","3.000"
"6861","scaffold0029:9438257|9439607","88.000","40.000","14.000"
"6862","scaffold0029:9492125|9504957","17.000","14.000","13.000"
"6863","scaffold0029:9494590|9497019","1.000","1.000","5.000"
"6864","scaffold0029:9521438|9524537","6.000","6.000","12.000"
"6865","scaffold0029:9521465|9524537","2.000","1.000","4.000"
"6866","scaffold0029:9706499|9710397","8.000","22.000","12.000"
"6867","scaffold0029:9706526|9710397","23.000","27.000","25.000"
"6868","scaffold0029:9706586|9710397","87.000","35.000","22.000"
"6869","scaffold0029:9729838|9731373","2.000","3.000","2.000"
"6870","scaffold0029:9746898|9747578","1.000","1.000","3.000"
"6871","scaffold0029:9854427|9859849","27.000","23.000","26.000"
"6872","scaffold0029:9881635|9886516","11.000","15.000","20.000"
"6873","scaffold0030:10376430|10377554","2.000","1.000","4.000"
"6874","scaffold0030:10701826|10702182","1.000","3.000","10.000"
"6875","scaffold0030:10701826|10711092","8.000","22.000","17.000"
"6876","scaffold0030:10897560|10897886","4.000","10.000","3.000"
"6877","scaffold0030:10897560|10906486","1.000","6.000","5.000"
"6878","scaffold0030:10903757|10906486","12.000","105.000","14.000"
"6879","scaffold0030:10954646|10957505","8.000","13.000","4.000"
"6880","scaffold0030:11050643|11051146","5.000","32.000","29.000"
"6881","scaffold0030:11631651|11632312","6.000","18.000","11.000"
"6882","scaffold0030:11647099|11648081","28.000","36.000","62.000"
"6883","scaffold0030:11647099|11649380","54.000","30.000","42.000"
"6884","scaffold0030:11664136|11664819","3.000","7.000","8.000"
"6885","scaffold0030:11664136|11669093","3.000","8.000","2.000"
"6886","scaffold0030:11874427|11906454","12.000","11.000","14.000"
"6887","scaffold0030:11925225|11928335","1.000","2.000","5.000"
"6888","scaffold0030:12024656|12025258","6.000","3.000","5.000"
"6889","scaffold0030:12043605|12044051","13.000","12.000","24.000"
"6890","scaffold0030:12044742|12046316","6.000","5.000","13.000"
"6891","scaffold0030:12056819|12058234","7.000","3.000","15.000"
"6892","scaffold0030:12196079|12197322","5.000","1.000","1.000"
"6893","scaffold0030:12559813|12562547","4.000","2.000","6.000"
"6894","scaffold0030:13199405|13202875","18.000","12.000","16.000"
"6895","scaffold0030:1447758|1448720","7.000","9.000","10.000"
"6896","scaffold0030:2412160|2425407","7.000","4.000","11.000"
"6897","scaffold0030:4249694|4252489","26.000","38.000","14.000"
"6898","scaffold0030:4495871|4519962","13.000","17.000","16.000"
"6899","scaffold0030:4847204|4860866","17.000","65.000","22.000"
"6900","scaffold0030:5212343|5239597","8.000","3.000","13.000"
"6901","scaffold0030:5242289|5242874","11.000","19.000","16.000"
"6902","scaffold0030:6166851|6167214","5.000","22.000","20.000"
"6903","scaffold0030:6166895|6167214","10.000","6.000","4.000"
"6904","scaffold0030:6177738|6178895","10.000","10.000","7.000"
"6905","scaffold0030:6210330|6210690","19.000","7.000","124.000"
"6906","scaffold0030:6423344|6423905","4.000","1.000","3.000"
"6907","scaffold0030:6464296|6464946","1.000","24.000","4.000"
"6908","scaffold0030:6466387|6467192","6.000","87.000","46.000"
"6909","scaffold0030:8345534|8361414","17.000","22.000","19.000"
"6910","scaffold0030:8686236|8686733","10.000","15.000","5.000"
"6911","scaffold0030:8781160|8781754","2.000","1.000","4.000"
"6912","scaffold0030:8797293|8798451","42.000","18.000","18.000"
"6913","scaffold0030:8804475|8805272","5.000","16.000","11.000"
"6914","scaffold0030:8832827|8837803","5.000","9.000","12.000"
"6915","scaffold0030:8880165|8888652","19.000","23.000","28.000"
"6916","scaffold0030:8895774|8915810","1.000","4.000","1.000"
"6917","scaffold0030:8905247|8910837","2.000","3.000","1.000"
"6918","scaffold0030:9097014|9098497","3.000","11.000","4.000"
"6919","scaffold0030:9113727|9114328","3.000","6.000","10.000"
"6920","scaffold0030:9164990|9165563","7.000","7.000","3.000"
"6921","scaffold0030:9485466|9491138","3.000","8.000","2.000"
"6922","scaffold0030:9487780|9491138","10.000","2.000","8.000"
"6923","scaffold0030:9679405|9683453","64.000","66.000","13.000"
"6924","scaffold0030:9920491|9929495","4.000","1.000","3.000"
"6925","scaffold0031:1047702|1048284","13.000","17.000","12.000"
"6926","scaffold0031:1062473|1069108","36.000","52.000","32.000"
"6927","scaffold0031:1092584|1096057","5.000","2.000","2.000"
"6928","scaffold0031:1237620|1248189","2.000","3.000","1.000"
"6929","scaffold0031:1311493|1311975","20.000","13.000","33.000"
"6930","scaffold0031:1364283|1372978","2.000","3.000","5.000"
"6931","scaffold0031:1364283|1375536","4.000","12.000","1.000"
"6932","scaffold0031:1364283|1380734","4.000","7.000","1.000"
"6933","scaffold0031:1368847|1370193","12.000","7.000","2.000"
"6934","scaffold0031:1416457|1416850","3.000","7.000","2.000"
"6935","scaffold0031:1417435|1420214","2.000","17.000","7.000"
"6936","scaffold0031:1468517|1469013","57.000","34.000","36.000"
"6937","scaffold0031:1492063|1497831","16.000","4.000","3.000"
"6938","scaffold0031:1496094|1496909","2.000","6.000","2.000"
"6939","scaffold0031:1496791|1501627","3.000","1.000","2.000"
"6940","scaffold0031:1498986|1500172","50.000","21.000","29.000"
"6941","scaffold0031:1505106|1506450","21.000","2.000","9.000"
"6942","scaffold0031:1508653|1508930","54.000","18.000","23.000"
"6943","scaffold0031:1515861|1517163","7.000","7.000","4.000"
"6944","scaffold0031:1533085|1539676","7.000","8.000","17.000"
"6945","scaffold0031:1557309|1559202","1.000","11.000","4.000"
"6946","scaffold0031:1648085|1648347","12.000","11.000","5.000"
"6947","scaffold0031:1767158|1770993","6.000","2.000","2.000"
"6948","scaffold0031:1788322|1790227","8.000","11.000","27.000"
"6949","scaffold0031:1795566|1796630","8.000","4.000","8.000"
"6950","scaffold0031:1813178|1813960","7.000","5.000","10.000"
"6951","scaffold0031:1818628|1822970","7.000","5.000","10.000"
"6952","scaffold0031:1857723|1859050","1.000","7.000","1.000"
"6953","scaffold0031:1881539|1891672","10.000","8.000","8.000"
"6954","scaffold0031:1939538|1942187","33.000","16.000","28.000"
"6955","scaffold0031:1956250|1956510","62.000","34.000","25.000"
"6956","scaffold0031:2027894|2028761","41.000","4.000","44.000"
"6957","scaffold0031:2029489|2030421","2.000","16.000","2.000"
"6958","scaffold0031:2043591|2044338","2.000","6.000","3.000"
"6959","scaffold0031:2136086|2136632","50.000","40.000","16.000"
"6960","scaffold0031:2210110|2211012","2.000","3.000","2.000"
"6961","scaffold0031:2215410|2216677","11.000","4.000","13.000"
"6962","scaffold0031:2255403|2256630","113.000","227.000","143.000"
"6963","scaffold0031:2262998|2264937","12.000","24.000","41.000"
"6964","scaffold0031:2303600|2304693","14.000","27.000","36.000"
"6965","scaffold0031:3159272|3159722","9.000","9.000","14.000"
"6966","scaffold0031:3167814|3169316","3.000","2.000","2.000"
"6967","scaffold0031:3169198|3169547","1.000","2.000","2.000"
"6968","scaffold0031:3169198|3173156","3.000","1.000","1.000"
"6969","scaffold0031:3183038|3183484","8.000","19.000","17.000"
"6970","scaffold0031:3183309|3189745","5.000","16.000","2.000"
"6971","scaffold0031:3183309|3199104","16.000","29.000","10.000"
"6972","scaffold0031:3188691|3189745","2.000","4.000","9.000"
"6973","scaffold0031:3188691|3196099","5.000","11.000","15.000"
"6974","scaffold0031:3188691|3199104","5.000","14.000","30.000"
"6975","scaffold0031:3195990|3199104","6.000","12.000","12.000"
"6976","scaffold0031:3204846|3206201","24.000","45.000","43.000"
"6977","scaffold0031:3205830|3213946","25.000","18.000","9.000"
"6978","scaffold0031:3209957|3213946","8.000","10.000","16.000"
"6979","scaffold0031:3615579|3616045","3.000","7.000","12.000"
"6980","scaffold0031:3688058|3694186","1.000","5.000","11.000"
"6981","scaffold0031:3693922|3694186","17.000","16.000","49.000"
"6982","scaffold0031:377068|377764","15.000","7.000","3.000"
"6983","scaffold0031:4049226|4055032","136.000","174.000","119.000"
"6984","scaffold0031:4077891|4079508","38.000","24.000","14.000"
"6985","scaffold0031:4079345|4080164","6.000","3.000","3.000"
"6986","scaffold0031:4080011|4081496","6.000","6.000","14.000"
"6987","scaffold0031:4080011|4083932","5.000","2.000","5.000"
"6988","scaffold0031:4090253|4093155","6.000","6.000","5.000"
"6989","scaffold0031:426030|427641","1.000","6.000","6.000"
"6990","scaffold0031:443894|447874","20.000","2.000","4.000"
"6991","scaffold0031:4578366|4580125","5.000","6.000","7.000"
"6992","scaffold0031:4589267|4590905","4.000","14.000","18.000"
"6993","scaffold0031:4589267|4595781","1.000","2.000","6.000"
"6994","scaffold0031:4608810|4612084","7.000","13.000","20.000"
"6995","scaffold0031:4633460|4637236","2.000","3.000","3.000"
"6996","scaffold0031:4673232|4675928","3.000","5.000","4.000"
"6997","scaffold0031:492208|497298","195.000","199.000","525.000"
"6998","scaffold0031:528929|530598","2799.000","1594.000","931.000"
"6999","scaffold0031:5789623|5792912","8.000","5.000","4.000"
"7000","scaffold0031:597613|598638","3.000","9.000","1.000"
"7001","scaffold0031:615295|616123","5.000","1.000","12.000"
"7002","scaffold0031:6909506|6911742","3.000","2.000","2.000"
"7003","scaffold0031:7002669|7005914","6.000","3.000","3.000"
"7004","scaffold0031:7078461|7078752","14.000","22.000","29.000"
"7005","scaffold0031:7108748|7111201","6.000","24.000","6.000"
"7006","scaffold0031:7129448|7131072","3.000","4.000","5.000"
"7007","scaffold0031:7129448|7132742","5.000","11.000","1.000"
"7008","scaffold0031:7283325|7285875","1.000","7.000","14.000"
"7009","scaffold0031:7490555|7497356","8.000","5.000","6.000"
"7010","scaffold0031:7510812|7511545","12.000","2.000","7.000"
"7011","scaffold0031:7550322|7563872","6.000","1.000","3.000"
"7012","scaffold0031:7555879|7560486","5.000","7.000","2.000"
"7013","scaffold0031:7555879|7563872","1.000","3.000","6.000"
"7014","scaffold0031:7631094|7632608","3.000","1.000","2.000"
"7015","scaffold0031:7648670|7649062","62.000","54.000","70.000"
"7016","scaffold0031:7651046|7653455","1.000","7.000","6.000"
"7017","scaffold0031:7774141|7775013","1.000","4.000","8.000"
"7018","scaffold0031:7806438|7808989","3.000","11.000","32.000"
"7019","scaffold0031:7808348|7808989","12.000","1.000","5.000"
"7020","scaffold0031:7870022|7872140","1.000","6.000","10.000"
"7021","scaffold0031:7871529|7872908","7.000","10.000","2.000"
"7022","scaffold0031:7871966|7872908","8.000","1.000","9.000"
"7023","scaffold0031:78946|80509","10.000","4.000","13.000"
"7024","scaffold0031:7920775|7921980","13.000","5.000","10.000"
"7025","scaffold0031:7923675|7924127","11.000","12.000","17.000"
"7026","scaffold0031:7923675|7924148","18.000","27.000","49.000"
"7027","scaffold0031:8126551|8126915","26.000","19.000","29.000"
"7028","scaffold0031:8233634|8240314","2.000","6.000","2.000"
"7029","scaffold0031:8236753|8240314","2.000","9.000","3.000"
"7030","scaffold0031:8239317|8240314","55.000","304.000","50.000"
"7031","scaffold0031:8243889|8245804","6.000","1.000","2.000"
"7032","scaffold0031:8258492|8258930","24.000","43.000","31.000"
"7033","scaffold0031:8286286|8294178","2.000","9.000","1.000"
"7034","scaffold0031:8291795|8294178","4.000","2.000","4.000"
"7035","scaffold0031:8410979|8411752","1.000","4.000","5.000"
"7036","scaffold0031:8433629|8441787","5.000","3.000","2.000"
"7037","scaffold0031:8441667|8452403","14.000","6.000","15.000"
"7038","scaffold0031:8506628|8512987","4.000","21.000","2.000"
"7039","scaffold0031:8512906|8513415","71.000","12.000","115.000"
"7040","scaffold0031:8617980|8619575","2.000","6.000","1.000"
"7041","scaffold0031:8626412|8629599","6.000","28.000","6.000"
"7042","scaffold0031:8632617|8634675","28.000","8.000","26.000"
"7043","scaffold0031:8634184|8634675","255.000","151.000","169.000"
"7044","scaffold0031:8944764|8948996","6.000","1.000","2.000"
"7045","scaffold0031:9139453|9147109","65.000","39.000","21.000"
"7046","scaffold0031:9144336|9147109","14.000","15.000","17.000"
"7047","scaffold0031:9173705|9174835","2.000","1.000","2.000"
"7048","scaffold0031:9240972|9241604","39.000","81.000","121.000"
"7049","scaffold0032:1068660|1070041","48.000","56.000","57.000"
"7050","scaffold0032:1284067|1284553","3.000","6.000","1.000"
"7051","scaffold0032:1312460|1313166","2.000","4.000","1.000"
"7052","scaffold0032:1456180|1457272","11.000","4.000","3.000"
"7053","scaffold0032:1603846|1604826","14.000","12.000","5.000"
"7054","scaffold0032:1611194|1612383","19.000","27.000","19.000"
"7055","scaffold0032:1644934|1645489","14.000","15.000","20.000"
"7056","scaffold0032:1922868|1923308","2.000","14.000","11.000"
"7057","scaffold0032:2028906|2029410","9.000","16.000","23.000"
"7058","scaffold0032:2191454|2192528","116.000","112.000","108.000"
"7059","scaffold0032:2405179|2421830","1.000","13.000","3.000"
"7060","scaffold0032:2654866|2655674","4.000","7.000","13.000"
"7061","scaffold0032:3050554|3056107","1.000","3.000","2.000"
"7062","scaffold0032:3166510|3178494","69.000","158.000","203.000"
"7063","scaffold0032:3172971|3178494","9.000","2.000","7.000"
"7064","scaffold0032:3318120|3318867","7.000","4.000","15.000"
"7065","scaffold0032:3453115|3455941","10.000","41.000","38.000"
"7066","scaffold0032:348428|350192","5.000","13.000","7.000"
"7067","scaffold0032:3522178|3550451","2.000","1.000","5.000"
"7068","scaffold0032:3679610|3683317","18.000","20.000","9.000"
"7069","scaffold0032:368355|369566","1.000","1.000","6.000"
"7070","scaffold0032:372300|373372","8.000","19.000","13.000"
"7071","scaffold0032:3764799|3769144","1.000","2.000","2.000"
"7072","scaffold0032:379677|398169","5.000","3.000","3.000"
"7073","scaffold0032:3922858|3923665","5.000","8.000","6.000"
"7074","scaffold0032:3922858|3926264","6.000","8.000","1.000"
"7075","scaffold0032:3925314|3926264","7.000","8.000","4.000"
"7076","scaffold0032:3925314|3931245","3.000","3.000","3.000"
"7077","scaffold0032:393385|398169","35.000","28.000","24.000"
"7078","scaffold0032:393385|404758","20.000","16.000","14.000"
"7079","scaffold0032:4025866|4032946","1.000","4.000","3.000"
"7080","scaffold0032:4028708|4032946","5.000","2.000","2.000"
"7081","scaffold0032:4069249|4070896","2.000","2.000","1.000"
"7082","scaffold0032:4286772|4289346","7.000","5.000","3.000"
"7083","scaffold0032:4507717|4510682","3.000","1.000","1.000"
"7084","scaffold0032:4879735|4881253","89.000","28.000","65.000"
"7085","scaffold0032:4923590|4937318","2.000","2.000","4.000"
"7086","scaffold0032:5079233|5081858","13.000","20.000","19.000"
"7087","scaffold0032:5163709|5175966","3.000","4.000","1.000"
"7088","scaffold0032:5261216|5265094","16.000","11.000","7.000"
"7089","scaffold0032:5264211|5265094","6.000","4.000","2.000"
"7090","scaffold0032:6216153|6217239","1.000","2.000","5.000"
"7091","scaffold0032:6328668|6332115","5.000","2.000","1.000"
"7092","scaffold0032:6586134|6588546","7.000","2.000","1.000"
"7093","scaffold0032:6664857|6682260","4.000","9.000","13.000"
"7094","scaffold0032:6680524|6703237","7.000","4.000","8.000"
"7095","scaffold0032:6693926|6703237","81.000","102.000","102.000"
"7096","scaffold0032:6693952|6703237","2.000","5.000","5.000"
"7097","scaffold0032:6700212|6703237","21.000","24.000","26.000"
"7098","scaffold0032:6732772|6740367","4.000","6.000","1.000"
"7099","scaffold0032:6945204|6947057","2.000","11.000","5.000"
"7100","scaffold0032:6997687|7014084","1.000","4.000","6.000"
"7101","scaffold0032:7123940|7126485","8.000","8.000","1.000"
"7102","scaffold0032:7130646|7135281","9.000","4.000","6.000"
"7103","scaffold0032:7149815|7150548","3.000","7.000","1.000"
"7104","scaffold0032:7166622|7167261","5.000","2.000","3.000"
"7105","scaffold0032:7249204|7251691","6.000","7.000","22.000"
"7106","scaffold0032:7294385|7295237","59.000","44.000","4.000"
"7107","scaffold0032:7294402|7295237","433.000","394.000","122.000"
"7108","scaffold0032:7345562|7350412","19.000","23.000","7.000"
"7109","scaffold0032:7388064|7392131","11.000","12.000","2.000"
"7110","scaffold0032:7388064|7394517","71.000","100.000","162.000"
"7111","scaffold0032:7390426|7394517","26.000","23.000","35.000"
"7112","scaffold0032:8080316|8082171","58.000","38.000","31.000"
"7113","scaffold0032:8095320|8098577","12.000","27.000","18.000"
"7114","scaffold0032:8095320|8102199","10.000","5.000","24.000"
"7115","scaffold0032:8497011|8502116","3.000","3.000","8.000"
"7116","scaffold0032:8538312|8538828","13.000","11.000","16.000"
"7117","scaffold0032:8538632|8538828","3.000","18.000","3.000"
"7118","scaffold0032:8585533|8585997","4.000","1.000","2.000"
"7119","scaffold0033:2122627|2127256","30.000","47.000","58.000"
"7120","scaffold0033:2651446|2651856","1.000","2.000","7.000"
"7121","scaffold0033:2977785|2990716","7.000","10.000","13.000"
"7122","scaffold0033:2977785|3067723","5.000","1.000","5.000"
